uri,record__created_at,record__text,ili_related,symptoms
at://did:plc:2hayv4txz4mtmum6j7hahcf6/app.bsky.feed.post/3lk3kolhik226,2025-03-11 07:37:27.360000 UTC,"J'ai la grippe/COVID/truc dans le genre !!
Rendez mon adolescence où malgré la fièvre j'étais capable de jouer à Guitar Hero svp là je suis au fond du trou",false,
at://did:plc:2j56ucrlvs2kx63xc63xpezo/app.bsky.feed.post/3lk2dr6js422i,2025-03-10 20:00:58.536000 UTC,Si t'as pas profité de ta dernière grippe pour développer au loin 7 compétences,false,
at://did:plc:27gshumof2spox5ozorqhhcb/app.bsky.feed.post/3lk2dnzsgnc24,2025-03-10 19:59:12.893000 UTC,"En raison du fait que j'ai la grippe et que je suis en train de crever je mets en stand by les infographies pour le moment. Je vous laisse ces deux là que j'avais préparé d'avance.

▶️ Heure Vedette - Rosélia
▶️ Évènement - Fête des couleurs

Tous les détails 👇",false,
at://did:plc:2ezmita5qthr4rs63lxo7hqm/app.bsky.feed.post/3ljxjk6rje22h,2025-03-09 17:06:27.145000 UTC,Comment c'est super chiant les boutons de fièvre,false,
at://did:plc:35azd76olr4ji5eiqjult4oa/app.bsky.feed.post/3ljwf4ntso227,2025-03-09 06:14:38.457000 UTC,"De Ballarat, le 8 mars, ne pas pouvoir retenir autrement qu’en rêves l’or sous la poussière de Sovereign Hill, les pubs hérités de la ruée et de sa fièvre, le froid qui tombe trop vite sur Sturt Street et, plus loin, le lac Goldsmith devant lequel les gamins d’ici rêvent de Melbourne.",false,"fièvre,froid"
at://did:plc:26fnqfyyxzzpvll2hljzssri/app.bsky.feed.post/3ljuwdwjdac2r,2025-03-08 16:17:36.589000 UTC,J’ai été un peu grippé mais ça va mieux maintenant. Merci…,false,
at://did:plc:3jh7cplkw56gbzjgil4m4ys4/app.bsky.feed.post/3ljuqzdzgb22w,2025-03-08 14:42:12.938000 UTC,A moitié sourde à cause de mon rhume,false,rhume
at://did:plc:2cvphkgkedtovpekzro5pv7d/app.bsky.feed.post/3lju7wv7i4k2l,2025-03-08 09:36:36.654000 UTC,"Mon deuxième Thomas Mullen après le superbe Darktown. J'ai mis du temps à entrer dans le roman avant d'être totalement happé par cette brillante et angoissante histoire d'une cité ouvrière US, refuge de syndicalistes, qui se met en quarantaine pour tenter d'échapper à l'épidémie de grippe espagnole",false,
at://did:plc:27aro5o2c25e5zteyjbyhxtx/app.bsky.feed.post/3lju4krtmmc2j,2025-03-08 08:36:09.271000 UTC,Ça ressemble à une mauvaise grippe comme ça. Bon courage à toi... 😞,false,
at://did:plc:3sur65jk7flosjvu724yvqwd/app.bsky.feed.post/3ljtncaphg22e,2025-03-08 04:02:56.753000 UTC,"Grippe aviaire, élevage intensif, climat : une ""eggflation"" frappe les Etats-Unis
www.novethic.fr/environnemen...",false,
at://did:plc:3jirmrb7rchufe4ds35l2jxw/app.bsky.feed.post/3ljs6mkfzcs23,2025-03-07 14:07:36.608000 UTC,"Vous me dites que ça fait beaucoup de trumpistes et vous me sortez un argument trumpiste. Bordel quelle caricature. Allez vous entraîner contre la grippe tout seul. 

Bonne journée.",false,
at://did:plc:3sur65jk7flosjvu724yvqwd/app.bsky.feed.post/3ljrzd3pqik2d,2025-03-07 12:32:50.498000 UTC,"La grippe aviaire poursuit sa progression aux États-Unis, sur fond de désengagement des services sanitaires
www.mediapart.fr/journal/inte...",false,
at://did:plc:44iaeybksirkej6fwnoqywep/app.bsky.feed.post/3ljrovno3ok2a,2025-03-07 09:26:22.139000 UTC,"Six épisodes qui passent à une vitesse folle  et qui après les coups bas politiques dans Baron Noir et avant le storytelling permanent imposé par l'univers de communication dans La Fièvre s'impose comme l'opus central d'une trilogie informelle autour de l'intelligence,",false,
at://did:plc:42vmvplmm43nlkneawzvqxco/app.bsky.feed.post/3ljqmlsjdrs2b,2025-03-06 23:12:24.417000 UTC,"Aux États-Unis, la grippe aviaire poursuit sa progression, sur fond de désengagement des services sanitaires
www.mediapart.fr/journal/inte...",false,
at://did:plc:3yc2fod3k7j2y3adgiszm576/app.bsky.feed.post/3ljqcr3noe22i,2025-03-06 20:16:24.358000 UTC,"L'hôpital qui ne craque pas, officiellement, arnaqué par l'Etat, déstabilisé par des vacances ou une épidémie de grippe",false,
at://did:plc:3lltow3hkyoejkzma6mjha73/app.bsky.feed.post/3ljpk5kwakc2x,2025-03-06 12:55:59.509000 UTC,"Et pourtant là aussi un vaccin existe.

Pour la 1ère fois cette année, et sur recommandation de ma pneumologue, je l'ai fait. 

Et pour la 1ère fois depuis euuuh ? Mes 2 ans ? Je n'ai pas eu la grippe.

C'est aussi simple que ça.",false,
at://did:plc:2r4jq7kt5ueo56d2vdzf2ekr/app.bsky.feed.post/3ljmx57run22b,2025-03-05 12:10:27.261000 UTC,"Vous avez aimé le fascisme bolloresque et trumpien ?
Vous aimez les discours va-t'en-guerre européens ?
Vous allez probablement adorer l'épidémie de grippe aviaire venue des States !",false,
at://did:plc:2vp5uo3lcv75mf3jixe2rxlj/app.bsky.feed.post/3ljmndgdaic2w,2025-03-05 09:14:58.029000 UTC,"L'intérêt c'est un moyen, pas mal efficace, de combattre le sus-dit système. Malhonnête jusqu'au bout toi, la grippe ne décide pas de tuer, le conjoint lui a bien décidé d'enfoncer un truc pointu dans son ex. Acte qui ne peut exclure l'intention de blesser, voire de tuer.",false,
at://did:plc:26don43z2oaa5gepxpwo7w7q/app.bsky.feed.post/3ljlecxisn22p,2025-03-04 21:00:59.066000 UTC,"3/3 3. Vers 1995-98, on faisait moins attention aux épidémies de grippe aviaire dans les petits élevages familiaux. On a pas eu de catastrophe, même si on sortait nos poules. Je prendrais pas nécessairement le même risque aujourd'hui.",false,
at://did:plc:26don43z2oaa5gepxpwo7w7q/app.bsky.feed.post/3ljldjod3ys2p,2025-03-04 20:46:50.584000 UTC,"Avant, il faudrait évaluer le risque de transmission de la grippe aviaire dans les petites productions familiales, qui pourraient avoir plus de misère à isoler leurs poules d'un contact avec des oiseaux vecteurs de la maladie.",false,
at://did:plc:26don43z2oaa5gepxpwo7w7q/app.bsky.feed.post/3ljldcclw622p,2025-03-04 20:42:43.408000 UTC,Elle sait ou non que c'est dû à une grippe aviaire tout ça?,false,
at://did:plc:2v4po2qdcbrvwgblsim3z4jl/app.bsky.feed.post/3ljlcc5amkc2y,2025-03-04 20:24:44.054000 UTC,Me semble que ça fait une mèche que tu as la fièvre. T’as consulté sûrement pour ça ?,false,fièvre
at://did:plc:2zna42tp4gowvmfyf5rinz7c/app.bsky.feed.post/3ljk5uuxles25,2025-03-04 09:33:04.455000 UTC,"Moi, en pré-ménopause aléatoire, hier matin, en nage après 10 mn de stretching ""Oh wah, elles sont violentes mes bouffées de chaleur ce coup-ci""
Et non, plot twist, c'était de la fièvre !",false,"fièvre,bouffées de chaleur"
at://did:plc:3xhpszaojothbajjznewrslt/app.bsky.feed.post/3ljjyp43lxs2i,2025-03-04 08:00:21.892000 UTC,"“Si tu casses le thermomètre, la fièvre ne disparaît certes pas, mais si tu en as rien à foutre du patient et que sa mort t’indiffère, c’est pas grave”. Voilà en gros et en résumé la ligne politique de l’administration Trump 🤷‍♂️",false,fièvre
at://did:plc:2v6y5dz7j5zop7rihtq42j2k/app.bsky.feed.post/3ljj73xgxwc23,2025-03-04 00:22:15.941000 UTC,"🥴 Ça va sembler remède de grand-mère, mais du Vicks sous les pieds ça m'aide vraiment pour les bronches (bon du Vicks partout aide 😂, mais les pieds c'est surprenant). Ça règlera pas ta fièvre, mais bon déjà ça de moins, ce serait déjà ça de gagné!",false,fièvre
at://did:plc:3zcbzq62zciwavhzjmbtek73/app.bsky.feed.post/3ljizuhw5ms2y,2025-03-03 22:48:36.071000 UTC,Ishhhh… la grippe est forte en tabarouette!! Prends soin!,false,
at://did:plc:2b5jn2bh5dr6hncek6gcef3t/app.bsky.feed.post/3ljiscmjkxc2v,2025-03-03 20:33:20.729000 UTC,"Ça veut dire que la stratégie financière de l'hôpital publique à et va entraîner la mort de nombreuses personnes a chaque épisode de grippe, gastro, et COVID, pendant encore de 5 a 10 ans. 

Le temps que le papi boum passe...
Ce que nous dit le personnel hospitalier depuis 30ans advient finalement.",false,
at://did:plc:24mlxzobi4zd2naqjhboutof/app.bsky.feed.post/3ljijtuvyuk2l,2025-03-03 18:01:56.259000 UTC,"🥁Suivi des PCR Grippe / COVID / VRS dans mon labo, 4è sem Fév 25 : 

🟠Grippe : la baisse se poursuit (effet vacances ?)
🟢COVID : circulation faible
🟠VRS : toujours des cas, not. chez les personnes âgées",false,
at://did:plc:2xjocrb5iqeasctyyxzksfau/app.bsky.feed.post/3ljhkchbzlk2q,2025-03-03 08:37:25.561000 UTC,"Parce que oui, bizarrement, quand on à la grippe et qu'on vient quand même pour ne pas perdre un jour de salaire, étrangement on est moins disposé à avoir une belle posture d'accueil",false,
at://did:plc:3yc2fod3k7j2y3adgiszm576/app.bsky.feed.post/3ljgaqnxp2c23,2025-03-02 20:13:45.164000 UTC,"Surtout les aide-soignant-e-s , les infirmièr-e-s, vu en EHPAD : en pleine épidémie grippe avec un vaccin inutile : 10 arrêts maladie au final et 9 décès",false,
at://did:plc:2pdiusud4pb4fqhogtacr2hp/app.bsky.feed.post/3ljfkqiosus2y,2025-03-02 13:39:57.320000 UTC,Nouvel épisode de grippe/rhume/pneumonie ou ménage du dernier? 😬🥴😖,false,
at://did:plc:2pdiusud4pb4fqhogtacr2hp/app.bsky.feed.post/3ljfkqiosus2y,2025-03-02 13:39:57.320000 UTC,Nouvel épisode de grippe/rhume/pneumonie ou ménage du dernier? 😬🥴😖,false,
at://did:plc:3si5ryfbyaqjfgrhj2ohrc2a/app.bsky.feed.post/3lje3qsolz22c,2025-03-01 23:39:01.933000 UTC,"… selon le même mécanisme de déni). Car qui peut sérieusement penser que supprimer le thermomètre suffirait à éliminer la fièvre ? Soyez honnêtes (bis) : vous savez bien que tous les indicateurs de suivi du Covid ont été éliminés et que c'est la SEULE raison de sa ""disparition""… du paysage /

[11/n]",false,fièvre
at://did:plc:2qlqh7mtwcaycvlnvg3rccaq/app.bsky.feed.post/3ljdzoqsqik2y,2025-03-01 23:02:05.377000 UTC,Denys se remet lui aussi d'une vilaine grippe. Soigne toi bien !,false,
at://did:plc:2qlqh7mtwcaycvlnvg3rccaq/app.bsky.feed.post/3ljdzddndus2c,2025-03-01 22:55:42.470000 UTC,C'est la grippe ? Elle est vilaine... Bien des connaissances y ont goûté. Prompt rétablissement !,false,
at://did:plc:2td7jkuuj7x6fc4knjscoo2v/app.bsky.feed.post/3ljdu6xalgs24,2025-03-01 21:23:46.543000 UTC,Bon courage pour ce rhume d'homme.,false,
at://did:plc:2j43mvunjxc2ahvta3s47it6/app.bsky.feed.post/3ljcpxvxtgc2q,2025-03-01 10:35:35.622000 UTC,"ma nièce de 13 ans l'a eu, 2 jours après les 1ers symptômes elle était dans le coma, sensibilisez vous aux signes (raideur dans la nuque, fièvre, courbatures, sensation de malaise et nausées) et n'hésitez jamais à consulter en urgence si vous avez un doute",false,"raideur dans la nuque,fièvre,courbatures,sensation de malaise,nausées"
at://did:plc:3kebqhb5klzwaif3hlnp6yme/app.bsky.feed.post/3ljauvq27js2t,2025-02-28 16:58:31.525000 UTC,"La grippe aviaire est aussi en Suisse 
.,

www.fr.ch/energie-agri....",false,
at://did:plc:33c7ft7yzpevkmytt7sx3axu/app.bsky.feed.post/3ljanuxtjbc2t,2025-02-28 14:52:49.952000 UTC,"""Le retour de Fernando n'était pas prévu. Stroll ne se sentait peut-être pas bien. Il a vomi toute la nuit et a demandé à Fernando de changer de poste.

Fernando n'est pas non plus au meilleur de sa forme car il a dormi environ deux heures à cause d'un rhume."" 

Aston Martin :| #F1",false,
at://did:plc:3yc2fod3k7j2y3adgiszm576/app.bsky.feed.post/3lj7s3q3fuc2e,2025-02-28 06:35:31.933000 UTC,"Ici 9 morts avec le passage de la grippe dans l'ehpad. Une mamie affaiblie chute, se fracture le coude, revient des urgences avec une radio de l'épaule",false,
at://did:plc:2z65ipno5igmotlx62ou2rww/app.bsky.feed.post/3lj6tr7pdfc24,2025-02-27 21:32:46.962000 UTC,Je crois que la fièvre monte.,false,
at://did:plc:3xu75wypmo6ekjocfneotuap/app.bsky.feed.post/3lj6hd6rsyk2l,2025-02-27 17:50:11.293000 UTC,"🥚 Plus chers que l'essence, contrebande et cambriolages, promesses électorales non tenues, grippe aviaire...

Trump face à la crise des oeufs

www.youtube.com/watch?v=YcZr...",false,
at://did:plc:3wrlt2j6vcjk5mir3q2o5yka/app.bsky.feed.post/3lj5eeaciz226,2025-02-27 07:24:25.516000 UTC,"On entend moins Kennedy que Musk. Mais il est encore plus inquiétant.
Un comité d'experts conseillant la FDA sur les vaccins, critiqué par Kennedy Jr., a appris l'annulation de la réunion pour discuter des vaccins contre la grippe de l'année prochaine.
www.nytimes.com/2025/02/26/u...",false,
at://did:plc:3kebqhb5klzwaif3hlnp6yme/app.bsky.feed.post/3lj4wxkxmek2f,2025-02-27 03:24:41.841000 UTC,"Moderna à Laval et GSK produisent déjà des vaccins ici depuis des années. Pour la grippe, rougeole, entre autres.

www.canada.ca/fr/innovatio...",false,
at://did:plc:2pkkeekpi3qcbqjygl7yphgi/app.bsky.feed.post/3lj4jjorjis2c,2025-02-26 23:24:17.432000 UTC,"Janvier : gastro, grippe 
Février : angine 

Je suis en mode attrapez les tous 💀 mais c'est pas tout les virus de la saison que je voulais attraper moi 😷",false,"gastro,grippe,angine"
at://did:plc:2a6xpwgfnrl5xm6mpkxhey32/app.bsky.feed.post/3lj4gck7h6m2o,2025-02-26 22:26:35.685000 UTC,-chauves souris... vrmt ça se présente mal si c'est une fièvre hémorragique similaire a Ebola voir pire Marburg qui a une mortalité a 90% (encore une fois)...,false,fièvre hémorragique
at://did:plc:2a6xpwgfnrl5xm6mpkxhey32/app.bsky.feed.post/3lj4gcjfe7u2o,2025-02-26 22:26:35.684000 UTC,"ça ressemble énormément a Marburg, mais si ça a pas ete testé aux fievres hémorragiques connues (donc Ebola et Marburg)... c'est probablement une nouvelle fièvre hémorragique, sachant que c'est parmi les maladies les plus mortelles, et comme Marburg et certaines souches d'Ebola transmis par les -",false,
