uri,record__created_at,record__text,ili_related,symptoms
at://did:plc:26xwyxu7vngkzjixbvpvky6o/app.bsky.feed.post/3lgtl3njw6k2z,2025-01-28 23:07:52.939000 UTC,"Comment malade suis-je? Je suis tout seul à la maison et je n'ai même pas la force de jouer à des jeux vidéos.
Toux qui n'arrête pas, sinusite, fièvre. Au moins l'otite est passée.
Chu tanné!",true,"toux,sinusite,fièvre,otite"
at://did:plc:27pjfmqxur5jmijd57i3bwgo/app.bsky.feed.post/3ke4wa6j52c2y,2023-11-14 06:39:26.607000 UTC,Oui ça a surtout été cutané ici avec un peu de fièvre pour la dernière. Mais on ne connaissait pas non plus et ça surprend,true,fièvre
at://did:plc:27pjfmqxur5jmijd57i3bwgo/app.bsky.feed.post/3keski6jg642j,2023-11-22 21:07:44.514000 UTC,"Bah à part la fièvre et les courbatures, on a rien de particulier.
Les vomis de l’autre nuit/matin étaient dus pour la grande à une grosse quinte de toux et pour le bébé à un change trop tonique peu après le biberon :)",true,"fièvre,courbatures,toux,vomis"
at://did:plc:2a6xpwgfnrl5xm6mpkxhey32/app.bsky.feed.post/3lhibmms6lc2z,2025-02-06 04:44:19.689000 UTC,jsuis en train de crever jai bcp trop de fievre,true,fievre
at://did:plc:2a6xpwgfnrl5xm6mpkxhey32/app.bsky.feed.post/3lhticsbock2z,2025-02-10 15:43:23.209000 UTC,"Pas dormi de la nuit, tjrs malade avec de la fièvre, sorti de l’hôpital pour récup 3 sacs à la pharmacie x_x sous la pluie",true,fièvre
at://did:plc:2coiglturus6fxvm7afrutup/app.bsky.feed.post/3lf3vzedugc2j,2025-01-06 19:54:22.022000 UTC,"✨️✨️✨️Salut Arnaud✨️✨️✨️, tellement content de te retrouver ici, même en bout de méchante grippe. Le meilleur moment peut-être pour se plonger dans La montagne magique, sans le sanatorium de Hans Gastrup qui va avec 🤜",true,grippe
at://did:plc:2dgrbco5dgrahrjobjztfuti/app.bsky.feed.post/3liwl4dvd3s2t,2025-02-24 14:36:38.867000 UTC,"Et au fait si vous vous demandiez si avoir de la fièvre aidait à remplir des fichiers de conf imbitables, la réponse est non, hein",true,fièvre
at://did:plc:2erisv4wh3p5hugygjfpksd2/app.bsky.feed.post/3kfqrlpmxkc26,2023-12-04 21:34:50.829000 UTC,"Wé a répondre comme un con, j'ai toujours un peu de mal a lâcher l'affaire, surtout que j'ai un peu de fièvre ça me rend pas particulièrement malin",true,fièvre
at://did:plc:2euqiuhgcm5egzmrt36zbdnf/app.bsky.feed.post/3kdwcgkr72224,2023-11-11 15:29:07.612000 UTC,"Je le prenais quand ma mère était en chsld
Quand elle est décédée je ne l’ai pas pris, j’ai eu une grippe de “la muerte” cette année là 😂
Depuis c’est tous les ans la grippe",true,grippe
at://did:plc:2fkxqqg6jqdwbkxutplscuxu/app.bsky.feed.post/3lgpjdx4r6s24,2025-01-27 08:26:05.008000 UTC,"Sincèrement j'ai regardé la série alors que j'avais la grippe, je ne suis pas sûre d'avoir saisi toute l'ampleur du propos (si tant est qu'il y en a une). Et je ne sais pas si le remake français est fidèle à l'original.",true,grippe
at://did:plc:2gzj3njcb5bv4ylmzevugt53/app.bsky.feed.post/3ki5p2ouqsd23,2024-01-04 11:44:32.647000 UTC,"Même couchée avec la grippe, je regarde l’émission @lachute.bsky.social . L’émission est géniale 👏👏",true,grippe
at://did:plc:2hzpwljvt6ufbrd7t6lqorft/app.bsky.feed.post/3kfcmetov3n2j,2023-11-29 06:24:16.360000 UTC,"Mon rhume d'homme est terminé, merci à mon notaire d'annuler le testament où je lègue tout à Eric Ciotti (j'avais quand même un peu de fièvre) et pardon à mes proches de leur avoir hurlé ""JE VAIS CREVER""  8 heures par jour. Et après vérification on ne peut pas avoir de ""cancer du COVID"", je le note.",true,fièvre
at://did:plc:2hzpwljvt6ufbrd7t6lqorft/app.bsky.feed.post/3kfcmetov3n2j,2023-11-29 06:24:16.360000 UTC,"Mon rhume d'homme est terminé, merci à mon notaire d'annuler le testament où je lègue tout à Eric Ciotti (j'avais quand même un peu de fièvre) et pardon à mes proches de leur avoir hurlé ""JE VAIS CREVER""  8 heures par jour. Et après vérification on ne peut pas avoir de ""cancer du COVID"", je le note.",true,fièvre
at://did:plc:2imqkdx7mfuykdkx4ib4c2mp/app.bsky.feed.post/3kdnog7vz4222,2023-11-08 05:09:43.230000 UTC,"le problème de mon boulot, c'est que si je me rends compte le matin à 5h30 que je suis malade, c'est impossible de me trouver un remplaçant pour 7h... c'est parti pour aller ouvrir, on croise les doigts pour que le Doliprane fasse baisser la fièvre !",true,fièvre
at://did:plc:2kpjeo3mroxppoqx5uzcobhh/app.bsky.feed.post/3lhacizxopk2r,2025-02-03 00:38:55.119000 UTC,"J’ai eu le vaccin, j’ai des ados qui amènent d’autres ados ! Je ne me masque pas ! Après j’ai été vraiment touché via la toux , les douleurs musculaires ( grippe avec Covid ? ) et fièvre ! Vitamine D,B. La remontada !",true,"toux,douleurs musculaires,fièvre"
at://did:plc:2kpjeo3mroxppoqx5uzcobhh/app.bsky.feed.post/3lhacizxopk2r,2025-02-03 00:38:55.119000 UTC,"J’ai eu le vaccin, j’ai des ados qui amènent d’autres ados ! Je ne me masque pas ! Après j’ai été vraiment touché via la toux , les douleurs musculaires ( grippe avec Covid ? ) et fièvre ! Vitamine D,B. La remontada !",true,"toux,douleurs musculaires,fièvre"
at://did:plc:2maib3h3pqmtexvi3kabbqna/app.bsky.feed.post/3lcvmlo22gc2v,2024-12-09 20:59:17.047000 UTC,"Et que oui, venir pour de la toux et de la fièvre depuis le jour meme chez un ado, ce n’est pas
URGENT.#dégoûtédumetier
urgencespediatrique",true,"toux,fièvre"
at://did:plc:2pkkivsvjs3aajn4pcjgdilw/app.bsky.feed.post/3kh4ufqixxl2n,2023-12-22 10:22:20.647000 UTC,"Oui ça au moins c'est passé, et toi ? Cette semaine c'est re crève, toux, fièvre par moment",true,"toux,fièvre"
at://did:plc:2pkkivsvjs3aajn4pcjgdilw/app.bsky.feed.post/3lbosxv22mc2t,2024-11-24 10:39:39.710000 UTC,"L'avantage d'avoir encore un peu de fièvre, c'est que j'ai toujours froid #REMBOURSAY",true,"fièvre,froid"
at://did:plc:2pkkivsvjs3aajn4pcjgdilw/app.bsky.feed.post/3lgxvp5xsf22k,2025-01-30 16:28:24.092000 UTC,"J'ai la fièvre, je mérite le lit",true,fièvre
at://did:plc:2pvzwugsufzcd3b4y3etlecl/app.bsky.feed.post/3l6u5wk3kkd25,2024-10-19 09:23:30.122000 UTC,"Oh nooo tu a quoi toi? Perso fièvre, nez qui coule/boucher, mal de gorge et toux xD",true,"fièvre,nez qui coule,nez boucher,mal de gorge,toux"
at://did:plc:2q3vasge5jpqdeliju46nyn5/app.bsky.feed.post/3kgjytqpljz2m,2023-12-14 22:21:17.700000 UTC,Je commence mes vacances de Noël avec une infection à la gorge et de la fièvre. 🤧 (test covid négatif),true,"infection à la gorge,fièvre"
at://did:plc:2q3vasge5jpqdeliju46nyn5/app.bsky.feed.post/3lcxc2peioc2a,2024-12-10 12:56:10.085000 UTC,"J'ai fait de la fièvre toute la nuit, comme ça, tout d'un coup. J'ai donc très mal dormi et j'alterne les coups de chaleur et les frissons... 💀",true,"fièvre,coups de chaleur,frissons"
at://did:plc:2q3vasge5jpqdeliju46nyn5/app.bsky.feed.post/3lczua63bfc22,2024-12-11 13:26:40.087000 UTC,J'ai survécu. J'ai fait de la fièvre environ 24h. J'ai dormi normalement hier soir. 🙌,true,fièvre
at://did:plc:2td7jkuuj7x6fc4knjscoo2v/app.bsky.feed.post/3lk4jjvp2lk26,2025-03-11 16:49:36.319000 UTC,"Bon bah ça, c'est fait. En arrêt maladie jusque Lundi, pour état grippal.
Pas le Covid, ni la grippe, mais des migraines, courbatures, impression de pas avoir dormi depuis 15 jours.
Je vais peut-être pouvoir finir mon doc sur Boris Vian sur Arte, et finir mes séries.
Et vous faire chier ici 😈",true,"migraines,courbatures"
at://did:plc:2u3yxeyb35ksocrkx2qqqe3f/app.bsky.feed.post/3kpc56bihn32b,2024-04-04 08:04:05.555000 UTC,"Pas ou peu de stream aujourd’hui, je gère ma petite qui a un peu de fièvre.
On fera les Donation Goals @onestfurax.bsky.social  demain matin si c’est pas jouable ce jeudi !

Bisous et Doliprane liquide à vous",true,fièvre
at://did:plc:2us53jtpkkdo4g3hxgijmzg7/app.bsky.feed.post/3l3rxeleyr52o,2024-09-10 08:05:10.042000 UTC,"mononucléose: mon fils a fait 3 mois de fièvre à 39°C sans autre symptôme que de la fatigue
examens examens examens puis admission chez le Dr House local pour une semaine > la fièvre est tombée d'un coup",true,"fièvre,fatigue"
at://did:plc:2us53jtpkkdo4g3hxgijmzg7/app.bsky.feed.post/3lhwdavrdgk2j,2025-02-11 18:50:50.266000 UTC,Fièvre toux courbatures migraine etc..,true,"Fièvre,toux,courbatures,migraine"
at://did:plc:2v6y5dz7j5zop7rihtq42j2k/app.bsky.feed.post/3kekhrxxsas2n,2023-11-19 15:59:59.713000 UTC,"Cet été le 13, j'étais à l'aube d'une grippe, mais je VOULAIS voir les Cowboys. La température en a voulu autrement. Le 17, j'étais fiévreuse dans mon lit. La santé en a voulu autrement. Cette semaine, j'irai voir la comédie musicale Pub Royale avec une amie. Ce sera une soirée remplie d'émotions.",true,fiévreuse
at://did:plc:2v6y5dz7j5zop7rihtq42j2k/app.bsky.feed.post/3l4hptdrgng2g,2024-09-18 23:59:53.575000 UTC,"J1 : C'est un walk in the park ce rhume là.
J2 : Je suis rendue une pro de gestion des symptômes.
J3 : 😎
J3, 16h : Ouin -- je finirais peut-être ma journée plus tôt... 🪫
J3, 20h : Fièvre et toux qui te détruit le cou. J'ai manqué mon cours de boxe ce soir, mais c'est tout comme avec ce uppercut. 😅",true,"Fièvre,toux"
at://did:plc:2v6y5dz7j5zop7rihtq42j2k/app.bsky.feed.post/3l4hptdrgng2g,2024-09-18 23:59:53.575000 UTC,"J1 : C'est un walk in the park ce rhume là.
J2 : Je suis rendue une pro de gestion des symptômes.
J3 : 😎
J3, 16h : Ouin -- je finirais peut-être ma journée plus tôt... 🪫
J3, 20h : Fièvre et toux qui te détruit le cou. J'ai manqué mon cours de boxe ce soir, mais c'est tout comme avec ce uppercut. 😅",true,"Fièvre,toux"
at://did:plc:2v6y5dz7j5zop7rihtq42j2k/app.bsky.feed.post/3lioweva4gs2i,2025-02-21 13:36:58.736000 UTC,"Étudiant, pas vu depuis 2 semaines : ""T'as l'air d'aller mieux!""

""Ouin, ben mon rhume est terminé là. 😅 Je tousse juste encore un peu."" (En vrai la toux avait arrêtée, mais repris légèrement depuis la veille.)

Journée même (et nuit dernière) : toux non-stop.

Booon, kossé que j'ai pogné encore. 😩",true,toux
at://did:plc:2v6y5dz7j5zop7rihtq42j2k/app.bsky.feed.post/3liqca35vlk2i,2025-02-22 02:41:41.822000 UTC,"Bon ben c'est sûr que c'est une grippe, j'suis courbaturée, j'ai des frissons. 2 semaines après avoir eu un rhume. 😒 Pis ça commence un VENDREDI. 😩",true,"courbaturée,frissons,rhume"
at://did:plc:2v6y5dz7j5zop7rihtq42j2k/app.bsky.feed.post/3liqca35vlk2i,2025-02-22 02:41:41.822000 UTC,"Bon ben c'est sûr que c'est une grippe, j'suis courbaturée, j'ai des frissons. 2 semaines après avoir eu un rhume. 😒 Pis ça commence un VENDREDI. 😩",true,"courbaturée,frissons,rhume"
at://did:plc:2v6y5dz7j5zop7rihtq42j2k/app.bsky.feed.post/3lirkaxo5z22e,2025-02-22 14:38:01.389000 UTC,"Je fais pu de fièvre. 🥳 Mais ça pète pas le feu. 😅

Je m'enlignais pour une autre nuit de toux, mais le Vicks sous les pieds m'a SAUVÉ. (Je vous dis c'est un cristi de life hack ça.)",true,"fièvre,toux"
at://did:plc:2v6y5dz7j5zop7rihtq42j2k/app.bsky.feed.post/3liu2ci54x226,2025-02-23 14:30:31.556000 UTC,"Holy cow que la nuit dernière a pas été facile. Toute la journée j'allais bien, puis à 9h, GROSSE fièvre. (J'ai pas pris ma température, mais j'ai encore une mini-fièvre ce matin et je vais beaucoup mieux.) Toute la nuit j'ai rêvé que je listais des noms et que ces noms disparaissait en poussière. 😶",true,"fièvre,mini-fièvre"
at://did:plc:2v6y5dz7j5zop7rihtq42j2k/app.bsky.feed.post/3ljj2qwozek23,2025-03-03 23:04:31.091000 UTC,"Sérieux cette souche de virus est intense. 2 jours de fièvre et 1 semaine de récupération (capacité respiratoire). Ah et de la morve, de la morve sans fin. 🙃",true,"fièvre,morve"
at://did:plc:2v6y5dz7j5zop7rihtq42j2k/app.bsky.feed.post/3ljj6usisgc23,2025-03-04 00:18:15.878000 UTC,Ouf cristie de bonne fièvre ça (le 103).,true,fièvre
at://did:plc:2x7ap7hf5bux65qcwjezo5po/app.bsky.feed.post/3kc4liqqaeh2s,2023-10-19 16:36:59.522000 UTC,"Yes ! Ils sont tous full vaccinés donc c’était fatiguant mais pas si grave ! Et en vrai si faut ça va aller hein, ça vient aussi avec courbatures +++ et fièvre !",true,"fatiguant,courbatures,fièvre"
at://did:plc:2yvi52pvkpg5s7e3pkl26yru/app.bsky.feed.post/3lb5tjudigc2m,2024-11-17 16:34:27.398000 UTC,"Force! On a fait la première semaine des vacances à 5 avec la grippe. Le grand a fait 24h et plus rien, le bébé a fait une semaine quasi de fièvre, ma mère était couchée avec 40 🥲
On a explosé notre temps d’écran aussi, mais au moins on était bien",true,"grippe,fièvre"
at://did:plc:2yvi52pvkpg5s7e3pkl26yru/app.bsky.feed.post/3lb5tjudigc2m,2024-11-17 16:34:27.398000 UTC,"Force! On a fait la première semaine des vacances à 5 avec la grippe. Le grand a fait 24h et plus rien, le bébé a fait une semaine quasi de fièvre, ma mère était couchée avec 40 🥲
On a explosé notre temps d’écran aussi, mais au moins on était bien",true,"grippe,fièvre"
at://did:plc:2z4vmhjkxcedhglilvitr3ri/app.bsky.feed.post/3kcxwbt3ofb2h,2023-10-30 13:31:51.538000 UTC,Ah oui donc la fièvre du covid ça je connais donc je suis habitué mais le fait de parler qui transforme ma gorge en boîte de clous c’est nouveau,true,"fièvre,gorge"
at://did:plc:2zb5gw7vgclzs2x54lj2kcmy/app.bsky.feed.post/3ki6ttpqizo2m,2024-01-04 22:42:48.676000 UTC,"Est-ce que plus on vieillit plus on réagit de manière dramatique quand on a de la fièvre ?
 
Y a 10-15 ans je m'envoyais un 39,5° je me disais ""allez on a de l'eau des pâtes de fruit c'est le gros dodo de 3j""
 
Aujourd'hui à 39° j'étais en mode ""je pourrais ne JAMAIS me REVEILLER putain la MORT""",true,fièvre
at://did:plc:2zb5gw7vgclzs2x54lj2kcmy/app.bsky.feed.post/3kia7wb4fxm2f,2024-01-05 11:51:39.325000 UTC,"Non mais c'est ce que je leur expliquais à chaque fois en leur demandant ""...mais t'as déjà eu une grippe ou pas ?"" et derrière je leur racontais moi à 17 ans terrifié tout seul dans mon appart étudiant en train de trembler à cause de la fièvre et juste capable de me préparer de l'eau sucrée",true,fièvre
at://did:plc:2zb5gw7vgclzs2x54lj2kcmy/app.bsky.feed.post/3kia7wb4fxm2f,2024-01-05 11:51:39.325000 UTC,"Non mais c'est ce que je leur expliquais à chaque fois en leur demandant ""...mais t'as déjà eu une grippe ou pas ?"" et derrière je leur racontais moi à 17 ans terrifié tout seul dans mon appart étudiant en train de trembler à cause de la fièvre et juste capable de me préparer de l'eau sucrée",true,fièvre
at://did:plc:2zghmqbfmrpg6gtz3k77tfmt/app.bsky.feed.post/3kbpmxulua724,2023-10-14 12:58:44.578000 UTC,(je ne suis presque pas restée pour le débat après car le vaccin covid m'a achevé hier entre les frissons de fièvre et l'impression d'avoir fumé  10 cartouches de camel mais je regrette car la réalisatrice était là et elle est aussi passionante et magnétique que dans le film),true,frissons de fièvre
at://did:plc:2zmeorn3ylkjgdbykphtfsry/app.bsky.feed.post/3lli3da36us23,2025-03-29 00:32:28.424000 UTC,En attente avec le 811. On me dit 45 minutes. Je n’ai pas envie d’engorger l’urgence mais la fièvre ne cesse de grimper. 🤒,true,fièvre
at://did:plc:2zmeorn3ylkjgdbykphtfsry/app.bsky.feed.post/3lli3grmji223,2025-03-29 00:34:27.481000 UTC,J’attends en ligne… La fièvre grimpe. Et les urgences débordent!,true,fever
at://did:plc:2zna42tp4gowvmfyf5rinz7c/app.bsky.feed.post/3ljldo3crzk2t,2025-03-04 20:49:18.423000 UTC,"Ca y est, j'ai dépassé les 100 000 mots sur mon roman ! Pile au moment où j'écris peu (802 mots en  jours) car  :
- Très mauvaise humeur
- Grosse fatigue
- Massage et tour au parc (ma vie n'est pas que nulle)
- Petite fièvre et grosse fatigue à cause de mon côlon qui vit sa vie depuis 2 jours",true,"fièvre,fatigue"
at://did:plc:2zrnnpbi7xcivyvuqj2b5z7v/app.bsky.feed.post/3lhaul2ky722p,2025-02-03 06:02:10.213000 UTC,"Je suis le seul qui se tape une grippe mais en mode 10000x plus hardcore que d'habitude ?
J'ai eu quelques grippes dans le passé et le COVID, mais bordel 3 jours de suite sans pouvoir rester debout plus de 5 min j'ai jamais vécu ça",true,grippe
at://did:plc:32265eeay56ggm722d6wbuha/app.bsky.feed.post/3ldmecolmws2l,2024-12-18 22:02:19.695000 UTC,Juste envie de fondre en larmes dans les bras de qqun ptn quel fragile mais je crois c à cause de la fièvre,true,fièvre
at://did:plc:33penmdgima2pepvyknbp4rh/app.bsky.feed.post/3lclfw2amls2o,2024-12-05 19:33:11.827000 UTC,(moi avec 35h d'heures sup dans la tronche et de la fièvre),true,fièvre
at://did:plc:34acojg5jnzx3cg4rrgpkqtt/app.bsky.feed.post/3khp6oi56bd2r,2023-12-29 17:14:08.027000 UTC,"Aaaaaah le plaisir quand toute la famille tombe malade juste avant le nouvel an. Tous couchés, moi et le fils montons régulièrement a 42 de fièvre et impossible d'avoir un médecin yes 👍",true,fièvre
at://did:plc:34acojg5jnzx3cg4rrgpkqtt/app.bsky.feed.post/3lfa3fh73lk2d,2025-01-08 11:41:15.326000 UTC,"Ce livre a une place particulière pour moi. J'étais jeune et très malade, cloué au lit avec une énorme fièvre et on m'avait offert ce livre que j'avais dévoré et adoré, le tout se mêlant a mon jeune esprit embrumé 😂 évidemment je l'ai toujours (le livre pas l'esprit embrumé... Je crois)",true,fièvre
at://did:plc:34acojg5jnzx3cg4rrgpkqtt/app.bsky.feed.post/3lfle6b23h22w,2025-01-12 23:17:34.789000 UTC,"Pour le moment le petit texte qui m'a demandé le plus de cogiter... Ou alors c'est la fièvre... la grippe du fils m'a choppée par le col sans préavis.
Fin du weekend ce qui veut dire que j'aurais moins de temps à consacrer à ces plaisantes bêtises (je parle des p'tits textes, pas de la fièvre)",true,"fièvre,grippe"
at://did:plc:34acojg5jnzx3cg4rrgpkqtt/app.bsky.feed.post/3lfle6b23h22w,2025-01-12 23:17:34.789000 UTC,"Pour le moment le petit texte qui m'a demandé le plus de cogiter... Ou alors c'est la fièvre... la grippe du fils m'a choppée par le col sans préavis.
Fin du weekend ce qui veut dire que j'aurais moins de temps à consacrer à ces plaisantes bêtises (je parle des p'tits textes, pas de la fièvre)",true,"fièvre,grippe"
at://did:plc:34acojg5jnzx3cg4rrgpkqtt/app.bsky.feed.post/3lflepovnh22i,2025-01-12 23:27:19.747000 UTC,"Je commence à avoir de la fièvre... Je suis censé bosser dehors cette semaine... J'ai du montage a finir et un jdr a préparer pour jeudi. 
Est ce que ça va m'arrêter ? Non. 
Est ce que ça va rendre mon bordel plus intelligible ?
Certainement pas.",true,fièvre
at://did:plc:34acojg5jnzx3cg4rrgpkqtt/app.bsky.feed.post/3lfmocfupec2a,2025-01-13 11:51:31.230000 UTC,"J'ai ""presque"" atteint la moitié du bordel. Merci les nuits courtes et la fièvre. Maintenant j'ai envie de tous vous pnjiser dans du jdr 👀",true,fièvre
at://did:plc:34acojg5jnzx3cg4rrgpkqtt/app.bsky.feed.post/3lfncrz2nv22m,2025-01-13 17:58:09.501000 UTC,"Ça y est la fièvre m'a bien choppé par le col. Je me fais molester comme lors d'un contrôle de flics, c'est violent, gratuit et je peux rien y faire.
On est pas bien là ?",true,fièvre
at://did:plc:34acojg5jnzx3cg4rrgpkqtt/app.bsky.feed.post/3lfnkcqtsnc2d,2025-01-13 20:12:47.505000 UTC,"La fièvre me fracasse, je tangue sous la lune,
Les ombres s'amassent, je vois flou dans la brume.
Le monde s’enflamme, des couleurs qui détonnent,
Est-ce un rêve ou ma chair qui frissonne ?",true,"fièvre,frissonne"
at://did:plc:34acojg5jnzx3cg4rrgpkqtt/app.bsky.feed.post/3lfpfcst5f22f,2025-01-14 13:48:40.348000 UTC,Je ne sais pas si c'est parce que je navigue a vue sur les mers de la fièvre grippale mais je trouve que les petits textes sont pas mal maritime aujourd'hui 🤔,true,fièvre grippale
at://did:plc:34acojg5jnzx3cg4rrgpkqtt/app.bsky.feed.post/3lfpxquwon227,2025-01-14 19:18:39.676000 UTC,"Ok ça y est j'ai atteint le point fièvre ou je ne supporte plus les frottements du tissu sur ma peau.
Me voilà pris dans un dilemme complexe entre mourir de froid nu dans mon lit ou devenir fou 🤔",true,fièvre
at://did:plc:34fgr33653ukmxe2zokfmmhu/app.bsky.feed.post/3l5ynd7mkwp2q,2024-10-08 10:44:28.420000 UTC,"Aujourd’hui ça va mieux qu'hier même si j'ai tjrs l'impression d'avoir 8382919 degrés de fièvre mais j'ai plus vraiment de courbatures (toux rare aussi mais c'était tjrs le cas avec mes précédents covid), c'est ptet juste une merdouille quelconque",true,"fièvre,courbatures,toux"
at://did:plc:34uqhz7vcf5gestny7u4bu5h/app.bsky.feed.post/3kdlfls3m3h2t,2023-11-07 07:26:21.312000 UTC,"Mais si vous êtes pas éligibles au remboursement, il faut payer : ça m'a couté 20€ (et je préfère payer ça qu'avoir encore la grippe parce qu'à chaque fois j'ai l'impression de crever mais ça pèse pas pareil dans le budget de tout le monde)",true,grippe
at://did:plc:3aiwlkk47vmbijwhvk4ih6he/app.bsky.feed.post/3kkq75j77l52d,2024-02-06 07:10:45.771000 UTC,Toujours à la clinique. Ça allait mieux hier mais toujours 39 de fièvre. Il pourrait sortir en fin de journée on attend les nouvelles du jour 🤞🏽,true,fièvre
at://did:plc:3aiwlkk47vmbijwhvk4ih6he/app.bsky.feed.post/3lgix5tlygk2r,2025-01-24 17:44:34.203000 UTC,La grippe pas de doute vu la fièvre…,true,fièvre
at://did:plc:3aiwlkk47vmbijwhvk4ih6he/app.bsky.feed.post/3lgix5tlygk2r,2025-01-24 17:44:34.203000 UTC,La grippe pas de doute vu la fièvre…,true,fièvre
at://did:plc:3aiwlkk47vmbijwhvk4ih6he/app.bsky.feed.post/3lgqtwlaghs23,2025-01-27 21:08:07.234000 UTC,Plus de fièvre mais je tousse comme un goret ☹️,true,tousse
at://did:plc:3byh2sxte6fuddxfk7om3ayc/app.bsky.feed.post/3ldcdrj6b4c2a,2024-12-14 22:26:06.206000 UTC,"Les gars je suis malade je fais des cauchemars de fièvre depuis 3 nuits. J'allais me coucher, je viens de changer d'avis. Le sommeil, c'est très surfait.",true,"fièvre,cauchemars"
